Year,region,crop,price_fcfa_kg,price_usd_t,price_usd_kg,usd_from_fcfa_kg,usd_kg,cpi,deflator,usd_kg_real
2022,Plateaux,riz_paddy,306.8,511.3,0.5113,0.5113333333333333,0.5113,129.610336993973,2.0269368436803203,0.25225255616333353
2023,Plateaux,riz_paddy,324.5,540.9,0.5408999999999999,0.5408333333333334,0.5408999999999999,136.725018664212,2.138201197611713,0.25296964598287763
2024,Plateaux,riz_paddy,335.8,559.7,0.5597000000000001,0.5596666666666666,0.5597000000000001,140.63893740649,2.199409788576669,0.25447736156626166
2025,Plateaux,riz_paddy,318.4,530.7,0.5307000000000001,0.5306666666666666,0.5307000000000001,,1.0,0.5307000000000001
2026,Plateaux,riz_paddy,332.0,553.3,0.5532999999999999,0.5533333333333333,0.5532999999999999,,1.0,0.5532999999999999
2027,Plateaux,riz_paddy,323.0,538.3,0.5383,0.5383333333333333,0.5383,,1.0,0.5383
2028,Plateaux,riz_paddy,328.1,546.8,0.5468,0.5468333333333334,0.5468,,1.0,0.5468
2029,Plateaux,riz_paddy,352.6,587.7,0.5877,0.5876666666666667,0.5877,,1.0,0.5877
2030,Plateaux,riz_paddy,395.5,659.1,0.6591,0.6591666666666667,0.6591,,1.0,0.6591
2015,Plateaux,sorgho,157.7,262.8,0.26280000000000003,0.2628333333333333,0.26280000000000003,111.179750599295,1.7387064796489142,0.15114684570167677
2016,Plateaux,sorgho,168.0,280.1,0.2801,0.28,0.2801,112.608909002895,1.7610566554982903,0.1590522366929449
2017,Plateaux,sorgho,188.8,314.6,0.31460000000000005,0.3146666666666667,0.31460000000000005,111.503213533868,1.743765018611601,0.18041421673344896
2018,Plateaux,sorgho,172.3,287.2,0.2872,0.2871666666666667,0.2872,112.537690648103,1.7599428931964383,0.1631871131218255
2019,Plateaux,sorgho,202.8,338.0,0.338,0.338,0.338,113.296929295441,1.7718163966771596,0.19076468681172645
2020,Plateaux,sorgho,207.8,346.3,0.3463,0.3463333333333333,0.3463,115.222166604613,1.8019246004307703,0.1921834020786514
2021,Plateaux,sorgho,193.7,322.9,0.32289999999999996,0.3228333333333333,0.32289999999999996,120.045614301505,1.8773570395181713,0.17199711786463012
2022,Plateaux,sorgho,220.9,368.2,0.36819999999999997,0.3681666666666667,0.36819999999999997,129.610336993973,2.0269368436803203,0.1816534151757078
2023,Plateaux,sorgho,219.6,366.0,0.366,0.366,0.366,136.725018664212,2.138201197611713,0.1711719179695567
2024,Plateaux,sorgho,225.4,375.7,0.3757,0.37566666666666665,0.3757,140.63893740649,2.199409788576669,0.1708185541190718
2025,Plateaux,sorgho,223.0,371.7,0.3717,0.37166666666666665,0.3717,,1.0,0.3717
2026,Plateaux,sorgho,229.5,382.5,0.3825,0.3825,0.3825,,1.0,0.3825
2027,Plateaux,sorgho,245.0,408.3,0.4083,0.4083333333333333,0.4083,,1.0,0.4083
2028,Plateaux,sorgho,242.2,403.7,0.4037,0.4036666666666667,0.4037,,1.0,0.4037
2029,Plateaux,sorgho,258.0,430.1,0.43010000000000004,0.43,0.43010000000000004,,1.0,0.43010000000000004
2030,Plateaux,sorgho,259.9,433.2,0.4332,0.43316666666666664,0.4332,,1.0,0.4332
2015,Plateaux,mil,197.6,329.3,0.32930000000000004,0.3293333333333333,0.32930000000000004,111.179750599295,1.7387064796489142,0.1893936692905714
2016,Plateaux,mil,211.9,353.2,0.3532,0.3531666666666667,0.3532,112.608909002895,1.7610566554982903,0.2005614066403004
2017,Plateaux,mil,216.2,360.3,0.3603,0.36033333333333334,0.3603,111.503213533868,1.743765018611601,0.20662187631615275
2018,Plateaux,mil,229.4,382.3,0.38230000000000003,0.38233333333333336,0.38230000000000003,112.537690648103,1.7599428931964383,0.2172229573345191
2019,Plateaux,mil,203.8,339.6,0.3396,0.3396666666666667,0.3396,113.296929295441,1.7718163966771596,0.19166771491497722
2020,Plateaux,mil,236.6,394.3,0.3943,0.3943333333333333,0.3943,115.222166604613,1.8019246004307703,0.21882158660009313
2021,Plateaux,mil,241.6,402.7,0.4027,0.4026666666666667,0.4027,120.045614301505,1.8773570395181713,0.21450368338212003
2022,Plateaux,mil,240.7,401.2,0.4012,0.40116666666666667,0.4012,129.610336993973,2.0269368436803203,0.19793413951247685
2023,Plateaux,mil,231.4,385.7,0.3857,0.38566666666666666,0.3857,136.725018664212,2.138201197611713,0.18038526983840988
2024,Plateaux,mil,267.7,446.2,0.4462,0.44616666666666666,0.4462,140.63893740649,2.199409788576669,0.20287260805943527
2025,Plateaux,mil,253.4,422.4,0.4224,0.42233333333333334,0.4224,,1.0,0.4224
2026,Plateaux,mil,257.0,428.3,0.4283,0.42833333333333334,0.4283,,1.0,0.4283
2027,Plateaux,mil,273.7,456.1,0.4561,0.45616666666666666,0.4561,,1.0,0.4561
2028,Plateaux,mil,268.8,447.9,0.44789999999999996,0.448,0.44789999999999996,,1.0,0.44789999999999996
2029,Plateaux,mil,281.9,469.9,0.4699,0.46983333333333327,0.4699,,1.0,0.4699
2030,Plateaux,mil,289.1,481.8,0.4818,0.4818333333333334,0.4818,,1.0,0.4818
2015,Plateaux,manioc,94.0,156.6,0.1566,0.15666666666666668,0.1566,111.179750599295,1.7387064796489142,0.09006695600031422
2016,Plateaux,manioc,99.1,165.1,0.1651,0.16516666666666666,0.1651,112.608909002895,1.7610566554982903,0.09375053294539523
2017,Plateaux,manioc,94.8,157.9,0.1579,0.158,0.1579,111.503213533868,1.743765018611601,0.09055119142470308
2018,Plateaux,manioc,98.8,164.7,0.16469999999999999,0.16466666666666666,0.16469999999999999,112.537690648103,1.7599428931964383,0.09358258193302456
2019,Plateaux,manioc,111.6,186.1,0.1861,0.186,0.1861,113.296929295441,1.7718163966771596,0.10503345625935588
2020,Plateaux,manioc,110.7,184.5,0.1845,0.1845,0.1845,115.222166604613,1.8019246004307703,0.10239052175429161
2021,Plateaux,manioc,106.8,177.9,0.1779,0.178,0.1779,120.045614301505,1.8773570395181713,0.09476087726267482
2022,Plateaux,manioc,106.5,177.5,0.1775,0.1775,0.1775,129.610336993973,2.0269368436803203,0.0875705627205001
2023,Plateaux,manioc,124.3,207.1,0.2071,0.20716666666666667,0.2071,136.725018664212,2.138201197611713,0.09685711533195408
2024,Plateaux,manioc,128.2,213.7,0.2137,0.21366666666666664,0.2137,140.63893740649,2.199409788576669,0.09716243017100251
2025,Plateaux,manioc,131.3,218.8,0.21880000000000002,0.21883333333333335,0.21880000000000002,,1.0,0.21880000000000002
2026,Plateaux,manioc,131.4,219.0,0.219,0.219,0.219,,1.0,0.219
2027,Plateaux,manioc,120.8,201.3,0.2013,0.20133333333333334,0.2013,,1.0,0.2013
2028,Plateaux,manioc,123.8,206.4,0.2064,0.20633333333333334,0.2064,,1.0,0.2064
2029,Plateaux,manioc,144.6,241.1,0.24109999999999998,0.241,0.24109999999999998,,1.0,0.24109999999999998
2030,Plateaux,manioc,127.4,212.4,0.2124,0.21233333333333335,0.2124,,1.0,0.2124
2015,Plateaux,igname,150.8,251.3,0.2513,0.25133333333333335,0.2513,111.179750599295,1.7387064796489142,0.14453273335171754
2016,Plateaux,igname,153.1,255.2,0.2552,0.25516666666666665,0.2552,112.608909002895,1.7610566554982903,0.144912998229345
2017,Plateaux,igname,166.2,277.1,0.2771,0.27699999999999997,0.2771,111.503213533868,1.743765018611601,0.1589090256097861
2018,Plateaux,igname,168.4,280.7,0.2807,0.2806666666666667,0.2807,112.537690648103,1.7599428931964383,0.15949381146690952
2019,Plateaux,igname,174.8,291.4,0.2914,0.29133333333333333,0.2914,113.296929295441,1.7718163966771596,0.16446399330454758
2020,Plateaux,igname,184.2,307.0,0.307,0.307,0.307,115.222166604613,1.8019246004307703,0.17037338850172098
2021,Plateaux,igname,173.8,289.6,0.2896,0.2896666666666667,0.2896,120.045614301505,1.8773570395181713,0.15425941571259488
2022,Plateaux,igname,183.3,305.4,0.3054,0.3055,0.3054,129.610336993973,2.0269368436803203,0.15067070340755342
2023,Plateaux,igname,188.7,314.6,0.31460000000000005,0.3145,0.31460000000000005,136.725018664212,2.138201197611713,0.1471330202000616
2024,Plateaux,igname,211.2,352.1,0.3521,0.352,0.3521,140.63893740649,2.199409788576669,0.16008840272910616
2025,Plateaux,igname,202.9,338.1,0.3381,0.33816666666666667,0.3381,,1.0,0.3381
2026,Plateaux,igname,211.4,352.3,0.3523,0.35233333333333333,0.3523,,1.0,0.3523
2027,Plateaux,igname,215.8,359.6,0.35960000000000003,0.3596666666666667,0.35960000000000003,,1.0,0.35960000000000003
2028,Plateaux,igname,228.5,380.8,0.3808,0.38083333333333336,0.3808,,1.0,0.3808
2029,Plateaux,igname,217.0,361.6,0.36160000000000003,0.3616666666666667,0.36160000000000003,,1.0,0.36160000000000003
2030,Plateaux,igname,245.8,409.7,0.4097,0.4096666666666667,0.4097,,1.0,0.4097
2015,Plateaux,soja,198.0,330.0,0.33,0.33,0.33,111.179750599295,1.7387064796489142,0.18979626743361236
2016,Plateaux,soja,205.7,342.8,0.3428,0.3428333333333333,0.3428,112.608909002895,1.7610566554982903,0.1946558612579133
2017,Plateaux,soja,191.8,319.7,0.3197,0.3196666666666667,0.3197,111.503213533868,1.743765018611601,0.1833389227262671
2018,Plateaux,soja,228.4,380.7,0.3807,0.38066666666666665,0.3807,112.537690648103,1.7599428931964383,0.21631383692715514
2019,Plateaux,soja,207.7,346.2,0.3462,0.3461666666666666,0.3462,113.296929295441,1.7718163966771596,0.19539270584088667
2020,Plateaux,soja,237.8,396.3,0.3963,0.39633333333333337,0.3963,115.222166604613,1.8019246004307703,0.21993151095515318
2021,Plateaux,soja,220.3,367.2,0.36719999999999997,0.3671666666666667,0.36719999999999997,120.045614301505,1.8773570395181713,0.19559412102784818
2022,Plateaux,soja,239.6,399.3,0.3993,0.3993333333333333,0.3993,129.610336993973,2.0269368436803203,0.1969967644749053
2023,Plateaux,soja,246.1,410.2,0.4102,0.4101666666666667,0.4102,136.725018664212,2.138201197611713,0.19184349931997857
2024,Plateaux,soja,266.4,444.1,0.44410000000000005,0.44399999999999995,0.44410000000000005,140.63893740649,2.199409788576669,0.20191780645270108
2025,Plateaux,soja,249.0,415.1,0.4151,0.415,0.4151,,1.0,0.4151
2026,Plateaux,soja,242.3,403.8,0.4038,0.4038333333333334,0.4038,,1.0,0.4038
2027,Plateaux,soja,273.5,455.9,0.45589999999999997,0.4558333333333333,0.45589999999999997,,1.0,0.45589999999999997
2028,Plateaux,soja,267.5,445.9,0.44589999999999996,0.44583333333333336,0.44589999999999996,,1.0,0.44589999999999996
2029,Plateaux,soja,284.5,474.1,0.4741,0.4741666666666667,0.4741,,1.0,0.4741
2030,Plateaux,soja,299.3,498.9,0.49889999999999995,0.49883333333333335,0.49889999999999995,,1.0,0.49889999999999995
2015,Plateaux,arachide,259.6,432.6,0.43260000000000004,0.4326666666666667,0.43260000000000004,111.179750599295,1.7387064796489142,0.2488056523993355
2016,Plateaux,arachide,294.5,490.8,0.4908,0.49083333333333334,0.4908,112.608909002895,1.7610566554982903,0.278696314776499
2017,Plateaux,arachide,290.1,483.6,0.48360000000000003,0.48350000000000004,0.48360000000000003,111.503213533868,1.743765018611601,0.27733094473075626
2018,Plateaux,arachide,278.7,464.4,0.4644,0.46449999999999997,0.4644,112.537690648103,1.7599428931964383,0.26387219823738073
2019,Plateaux,arachide,293.9,489.9,0.4899,0.4898333333333333,0.4899,113.296929295441,1.7718163966771596,0.27649591736409695
2020,Plateaux,arachide,320.6,534.3,0.5343,0.5343333333333333,0.5343,115.222166604613,1.8019246004307703,0.29651629145429814
2021,Plateaux,arachide,346.0,576.7,0.5767,0.5766666666666667,0.5767,120.045614301505,1.8773570395181713,0.3071871721044664
2022,Plateaux,arachide,351.6,586.0,0.586,0.5860000000000001,0.586,129.610336993973,2.0269368436803203,0.2891061957983834
2023,Plateaux,arachide,335.7,559.5,0.5595,0.5595,0.5595,136.725018664212,2.138201197611713,0.2616685467321502
2024,Plateaux,arachide,352.9,588.1,0.5881000000000001,0.5881666666666666,0.5881000000000001,140.63893740649,2.199409788576669,0.26738991662876266
2025,Plateaux,arachide,375.1,625.1,0.6251,0.6251666666666668,0.6251,,1.0,0.6251
2026,Plateaux,arachide,367.5,612.5,0.6125,0.6125,0.6125,,1.0,0.6125
2027,Plateaux,arachide,371.5,619.2,0.6192000000000001,0.6191666666666666,0.6192000000000001,,1.0,0.6192000000000001
2028,Plateaux,arachide,371.9,619.8,0.6197999999999999,0.6198333333333333,0.6197999999999999,,1.0,0.6197999999999999
2029,Plateaux,arachide,416.7,694.5,0.6945,0.6945,0.6945,,1.0,0.6945
2030,Plateaux,arachide,372.9,621.5,0.6215,0.6214999999999999,0.6215,,1.0,0.6215
2015,Plateaux,palme,66.7,111.2,0.11120000000000001,0.11116666666666668,0.11120000000000001,111.179750599295,1.7387064796489142,0.06395559072308392
2016,Plateaux,palme,64.4,107.4,0.10740000000000001,0.10733333333333334,0.10740000000000001,112.608909002895,1.7610566554982903,0.060986112891189874
2017,Plateaux,palme,69.0,115.1,0.1151,0.115,0.1151,111.503213533868,1.743765018611601,0.06600659995556253
2018,Plateaux,palme,69.7,116.2,0.1162,0.11616666666666667,0.1162,112.537690648103,1.7599428931964383,0.06602486958480544
2019,Plateaux,palme,68.4,113.9,0.1139,0.114,0.1139,113.296929295441,1.7718163966771596,0.06428431310016462
2020,Plateaux,palme,66.4,110.7,0.1107,0.11066666666666668,0.1107,115.222166604613,1.8019246004307703,0.06143431305257497
2021,Plateaux,palme,79.4,132.3,0.1323,0.13233333333333333,0.1323,120.045614301505,1.8773570395181713,0.0704714112526806
2022,Plateaux,palme,79.1,131.8,0.1318,0.13183333333333333,0.1318,129.610336993973,2.0269368436803203,0.06502422629048965
2023,Plateaux,palme,76.7,127.9,0.1279,0.12783333333333333,0.1279,136.725018664212,2.138201197611713,0.059816634722148376
2024,Plateaux,palme,82.5,137.6,0.1376,0.1375,0.1376,140.63893740649,2.199409788576669,0.06256223861268108
2025,Plateaux,palme,80.1,133.5,0.1335,0.13349999999999998,0.1335,,1.0,0.1335
2026,Plateaux,palme,85.8,143.0,0.143,0.143,0.143,,1.0,0.143
2027,Plateaux,palme,79.7,132.9,0.13290000000000002,0.13283333333333333,0.13290000000000002,,1.0,0.13290000000000002
2028,Plateaux,palme,82.4,137.3,0.1373,0.13733333333333334,0.1373,,1.0,0.1373
2029,Plateaux,palme,96.8,161.4,0.16140000000000002,0.16133333333333333,0.16140000000000002,,1.0,0.16140000000000002
2030,Plateaux,palme,94.8,157.9,0.1579,0.158,0.1579,,1.0,0.1579
2015,Plateaux,coton,211.3,352.2,0.3522,0.3521666666666667,0.3522,111.179750599295,1.7387064796489142,0.20256437997005539
2016,Plateaux,coton,212.0,353.3,0.3533,0.35333333333333333,0.3533,112.608909002895,1.7610566554982903,0.20061819073051565
2017,Plateaux,coton,220.6,367.6,0.36760000000000004,0.36766666666666664,0.36760000000000004,111.503213533868,1.743765018611601,0.21080822018822581
2018,Plateaux,coton,254.6,424.4,0.4244,0.42433333333333334,0.4244,112.537690648103,1.7599428931964383,0.2411441880532825
2019,Plateaux,coton,252.8,421.3,0.4213,0.42133333333333334,0.4213,113.296929295441,1.7718163966771596,0.23777858743721997
2020,Plateaux,coton,268.0,446.6,0.4466,0.44666666666666666,0.4466,115.222166604613,1.8019246004307703,0.247846108484914
2021,Plateaux,coton,246.9,411.5,0.4115,0.41150000000000003,0.4115,120.045614301505,1.8773570395181713,0.21919112419106626
2022,Plateaux,coton,266.5,444.1,0.44410000000000005,0.44416666666666665,0.44410000000000005,129.610336993973,2.0269368436803203,0.21909908115027663
2023,Plateaux,coton,270.6,450.9,0.45089999999999997,0.451,0.45089999999999997,136.725018664212,2.138201197611713,0.21087819074446204
2024,Plateaux,coton,260.5,434.2,0.4342,0.43416666666666665,0.4342,140.63893740649,2.199409788576669,0.19741659887809682
2025,Plateaux,coton,306.7,511.2,0.5112,0.5111666666666667,0.5112,,1.0,0.5112
2026,Plateaux,coton,302.5,504.2,0.5042,0.5041666666666667,0.5042,,1.0,0.5042
2027,Plateaux,coton,313.0,521.6,0.5216000000000001,0.5216666666666666,0.5216000000000001,,1.0,0.5216000000000001
2028,Plateaux,coton,295.0,491.6,0.49160000000000004,0.49166666666666664,0.49160000000000004,,1.0,0.49160000000000004
2029,Plateaux,coton,310.8,518.1,0.5181,0.518,0.5181,,1.0,0.5181
2030,Plateaux,coton,308.5,514.2,0.5142,0.5141666666666667,0.5142,,1.0,0.5142
2015,Plateaux,noix_de_cajou,306.9,511.5,0.5115,0.5115,0.5115,111.179750599295,1.7387064796489142,0.29418421452209914
2016,Plateaux,noix_de_cajou,305.0,508.3,0.5083,0.5083333333333333,0.5083,112.608909002895,1.7610566554982903,0.28863353056416957
2017,Plateaux,noix_de_cajou,324.8,541.3,0.5413,0.5413333333333333,0.5413,111.503213533868,1.743765018611601,0.31042026547303214
2018,Plateaux,noix_de_cajou,326.1,543.5,0.5435,0.5435,0.5435,112.537690648103,1.7599428931964383,0.30881683837643503
2019,Plateaux,noix_de_cajou,325.8,543.0,0.543,0.543,0.543,113.296929295441,1.7718163966771596,0.30646516254073214
2020,Plateaux,noix_de_cajou,341.2,568.6,0.5686,0.5686666666666667,0.5686,115.222166604613,1.8019246004307703,0.31555149414357836
2021,Plateaux,noix_de_cajou,375.2,625.3,0.6253,0.6253333333333333,0.6253,120.045614301505,1.8773570395181713,0.33307462929932863
2022,Plateaux,noix_de_cajou,401.9,669.8,0.6698,0.6698333333333333,0.6698,129.610336993973,2.0269368436803203,0.3304493685081181
2023,Plateaux,noix_de_cajou,360.6,601.0,0.601,0.6010000000000001,0.601,136.725018664212,2.138201197611713,0.2810773844254196
2024,Plateaux,noix_de_cajou,395.5,659.2,0.6592,0.6591666666666667,0.6592,140.63893740649,2.199409788576669,0.29971677102819305
2025,Plateaux,noix_de_cajou,440.3,733.8,0.7338,0.7338333333333333,0.7338,,1.0,0.7338
2026,Plateaux,noix_de_cajou,401.0,668.3,0.6683,0.6683333333333333,0.6683,,1.0,0.6683
2027,Plateaux,noix_de_cajou,435.8,726.4,0.7263999999999999,0.7263333333333334,0.7263999999999999,,1.0,0.7263999999999999
2028,Plateaux,noix_de_cajou,447.6,746.0,0.746,0.746,0.746,,1.0,0.746
2029,Plateaux,noix_de_cajou,474.6,791.1,0.7911,0.791,0.7911,,1.0,0.7911
2030,Plateaux,noix_de_cajou,444.2,740.3,0.7403,0.7403333333333333,0.7403,,1.0,0.7403
2015,Plateaux,café,499.9,833.1,0.8331000000000001,0.8331666666666666,0.8331000000000001,111.179750599295,1.7387064796489142,0.4791493042392196
2016,Plateaux,café,593.9,989.8,0.9897999999999999,0.9898333333333333,0.9897999999999999,112.608909002895,1.7610566554982903,0.5620489249506493
2017,Plateaux,café,594.3,990.5,0.9905,0.9904999999999999,0.9905,111.503213533868,1.743765018611601,0.5680237815463484
2018,Plateaux,café,586.9,978.1,0.9781,0.9781666666666666,0.9781,112.537690648103,1.7599428931964383,0.5557566690266627
2019,Plateaux,café,636.8,1061.3,1.0613,1.0613333333333332,1.0613,113.296929295441,1.7718163966771596,0.5989898287375303
2020,Plateaux,café,614.6,1024.3,1.0243,1.0243333333333333,1.0243,115.222166604613,1.8019246004307703,0.5684477584440156
2021,Plateaux,café,694.4,1157.4,1.1574,1.1573333333333333,1.1574,120.045614301505,1.8773570395181713,0.6165049991220901
2022,Plateaux,café,653.5,1089.2,1.0892,1.0891666666666666,1.0892,129.610336993973,2.0269368436803203,0.5373625741699646
2023,Plateaux,café,653.4,1089.0,1.089,1.089,1.089,136.725018664212,2.138201197611713,0.5093066083848286
2024,Plateaux,café,682.9,1138.2,1.1382,1.1381666666666665,1.1382,140.63893740649,2.199409788576669,0.5175024708499535
2025,Plateaux,café,676.0,1126.7,1.1267,1.1266666666666667,1.1267,,1.0,1.1267
2026,Plateaux,café,714.7,1191.2,1.1912,1.1911666666666667,1.1912,,1.0,1.1912
2027,Plateaux,café,767.6,1279.3,1.2792999999999999,1.2793333333333334,1.2792999999999999,,1.0,1.2792999999999999
2028,Plateaux,café,742.2,1236.9,1.2369,1.237,1.2369,,1.0,1.2369
2029,Plateaux,café,846.8,1411.3,1.4113,1.4113333333333333,1.4113,,1.0,1.4113
2030,Plateaux,café,868.3,1447.2,1.4472,1.4471666666666665,1.4472,,1.0,1.4472
2015,Plateaux,cacao,689.1,1148.5,1.1485,1.1485,1.1485,111.179750599295,1.7387064796489142,0.6605485246894055
2016,Plateaux,cacao,739.6,1232.7,1.2327000000000001,1.2326666666666668,1.2327000000000001,112.608909002895,1.7610566554982903,0.6999774800835173
2017,Plateaux,cacao,774.3,1290.6,1.2906,1.2905,1.2906,111.503213533868,1.743765018611601,0.7401226577119809
2018,Plateaux,cacao,804.6,1340.9,1.3409,1.341,1.3409,112.537690648103,1.7599428931964383,0.7618997213964338
2019,Plateaux,cacao,840.3,1400.6,1.4005999999999998,1.4004999999999999,1.4005999999999998,113.296929295441,1.7718163966771596,0.7904882258831479
2020,Plateaux,cacao,786.5,1310.8,1.3108,1.3108333333333333,1.3108,115.222166604613,1.8019246004307703,0.727444422306371
2021,Plateaux,cacao,814.2,1357.0,1.357,1.357,1.357,120.045614301505,1.8773570395181713,0.7228246792886438
2022,Plateaux,cacao,792.9,1321.5,1.3215,1.3215,1.3215,129.610336993973,2.0269368436803203,0.6519690063951599
2023,Plateaux,cacao,824.7,1374.5,1.3745,1.3745,1.3745,136.725018664212,2.138201197611713,0.6428300580578025
2024,Plateaux,cacao,930.0,1549.9,1.5499,1.55,1.5499,140.63893740649,2.199409788576669,0.7046890525130407
2025,Plateaux,cacao,882.9,1471.5,1.4715,1.4715,1.4715,,1.0,1.4715
2026,Plateaux,cacao,903.6,1506.1,1.5061,1.506,1.5061,,1.0,1.5061
2027,Plateaux,cacao,959.7,1599.5,1.5995,1.5995000000000001,1.5995,,1.0,1.5995
2028,Plateaux,cacao,992.6,1654.3,1.6542999999999999,1.6543333333333334,1.6542999999999999,,1.0,1.6542999999999999
2029,Plateaux,cacao,977.3,1628.9,1.6289,1.6288333333333334,1.6289,,1.0,1.6289
2030,Plateaux,cacao,1037.6,1729.4,1.7294,1.7293333333333332,1.7294,,1.0,1.7294
2015,Centrale,maïs,210.3,350.5,0.3505,0.35050000000000003,0.3505,111.179750599295,1.7387064796489142,0.20158664162267007
2016,Centrale,maïs,217.1,361.8,0.3618,0.36183333333333334,0.3618,112.608909002895,1.7610566554982903,0.2054448383988128
2017,Centrale,maïs,233.7,389.5,0.3895,0.38949999999999996,0.3895,111.503213533868,1.743765018611601,0.2233672518044449
2018,Centrale,maïs,219.3,365.6,0.36560000000000004,0.3655,0.36560000000000004,112.537690648103,1.7599428931964383,0.2077340130826581
2019,Centrale,maïs,260.2,433.7,0.4337,0.43366666666666664,0.4337,113.296929295441,1.7718163966771596,0.24477705523741347
2020,Centrale,maïs,268.4,447.3,0.44730000000000003,0.4473333333333333,0.44730000000000003,115.222166604613,1.8019246004307703,0.24823458200918505
2021,Centrale,maïs,249.7,416.2,0.4162,0.41616666666666663,0.4162,120.045614301505,1.8773570395181713,0.2216946437140262
2022,Centrale,maïs,259.1,431.8,0.4318,0.43183333333333335,0.4318,129.610336993973,2.0269368436803203,0.21303081117020814
2023,Centrale,maïs,284.1,473.4,0.4734,0.47350000000000003,0.4734,136.725018664212,2.138201197611713,0.22140105455406595
2024,Centrale,maïs,268.6,447.7,0.4477,0.4476666666666667,0.4477,140.63893740649,2.199409788576669,0.20355460920710258
2025,Centrale,maïs,291.7,486.2,0.48619999999999997,0.48616666666666664,0.48619999999999997,,1.0,0.48619999999999997
2026,Centrale,maïs,272.7,454.5,0.4545,0.45449999999999996,0.4545,,1.0,0.4545
2027,Centrale,maïs,277.0,461.6,0.4616,0.46166666666666667,0.4616,,1.0,0.4616
2028,Centrale,maïs,298.0,496.6,0.49660000000000004,0.49666666666666665,0.49660000000000004,,1.0,0.49660000000000004
2029,Centrale,maïs,328.7,547.8,0.5478,0.5478333333333333,0.5478,,1.0,0.5478
2030,Centrale,maïs,303.8,506.3,0.5063,0.5063333333333333,0.5063,,1.0,0.5063
2015,Centrale,riz_paddy,300.5,500.8,0.5008,0.5008333333333334,0.5008,111.179750599295,1.7387064796489142,0.2880302143356154
2016,Centrale,riz_paddy,288.1,480.2,0.4802,0.4801666666666667,0.4802,112.608909002895,1.7610566554982903,0.27267720121368133
2017,Centrale,riz_paddy,293.9,489.8,0.4898,0.4898333333333333,0.4898,111.503213533868,1.743765018611601,0.2808864696632018
2018,Centrale,riz_paddy,300.1,500.1,0.5001,0.5001666666666668,0.5001,112.537690648103,1.7599428931964383,0.28415694732668845
2019,Centrale,riz_paddy,349.0,581.6,0.5816,0.5816666666666667,0.5816,113.296929295441,1.7718163966771596,0.3282507155316571
2020,Centrale,riz_paddy,347.0,578.4,0.5784,0.5783333333333334,0.5784,115.222166604613,1.8019246004307703,0.32099012348337275
2021,Centrale,riz_paddy,354.3,590.6,0.5906,0.5905,0.5906,120.045614301505,1.8773570395181713,0.3145911979276883
2022,Centrale,riz_paddy,355.2,592.0,0.592,0.592,0.592,129.610336993973,2.0269368436803203,0.2920663274959778
2023,Centrale,riz_paddy,380.0,633.3,0.6333,0.6333333333333333,0.6333,136.725018664212,2.138201197611713,0.29618354002765096
2024,Centrale,riz_paddy,387.0,644.9,0.6449,0.645,0.6449,140.63893740649,2.199409788576669,0.2932150267537647
2025,Centrale,riz_paddy,363.3,605.5,0.6055,0.6055,0.6055,,1.0,0.6055
2026,Centrale,riz_paddy,414.9,691.5,0.6915,0.6915,0.6915,,1.0,0.6915
2027,Centrale,riz_paddy,394.3,657.2,0.6572,0.6571666666666667,0.6572,,1.0,0.6572
2028,Centrale,riz_paddy,432.6,720.9,0.7209,0.7210000000000001,0.7209,,1.0,0.7209
2029,Centrale,riz_paddy,440.4,734.0,0.734,0.734,0.734,,1.0,0.734
2030,Centrale,riz_paddy,469.5,782.5,0.7825,0.7825,0.7825,,1.0,0.7825
2015,Centrale,sorgho,197.7,329.5,0.3295,0.32949999999999996,0.3295,111.179750599295,1.7387064796489142,0.1895086973314402
2016,Centrale,sorgho,220.6,367.6,0.36760000000000004,0.36766666666666664,0.36760000000000004,112.608909002895,1.7610566554982903,0.20873831563129794
2017,Centrale,sorgho,209.4,349.0,0.349,0.34900000000000003,0.349,111.503213533868,1.743765018611601,0.200141645390889
2018,Centrale,sorgho,203.7,339.5,0.3395,0.33949999999999997,0.3395,112.537690648103,1.7599428931964383,0.19290398643753398
2019,Centrale,sorgho,240.7,401.2,0.4012,0.40116666666666667,0.4012,113.296929295441,1.7718163966771596,0.2264342968901321
2020,Centrale,sorgho,239.6,399.3,0.3993,0.3993333333333333,0.3993,115.222166604613,1.8019246004307703,0.2215963974877433
2021,Centrale,sorgho,239.5,399.2,0.3992,0.39916666666666667,0.3992,120.045614301505,1.8773570395181713,0.2126393603331073
2022,Centrale,sorgho,230.2,383.6,0.3836,0.38366666666666666,0.3836,129.610336993973,2.0269368436803203,0.18925108653286668
2023,Centrale,sorgho,257.1,428.5,0.4285,0.42850000000000005,0.4285,136.725018664212,2.138201197611713,0.2004020952184564
2024,Centrale,sorgho,279.8,466.4,0.4664,0.4663333333333334,0.4664,140.63893740649,2.199409788576669,0.21205689018135504
2025,Centrale,sorgho,284.7,474.5,0.4745,0.4745,0.4745,,1.0,0.4745
2026,Centrale,sorgho,280.1,466.8,0.4668,0.4668333333333334,0.4668,,1.0,0.4668
2027,Centrale,sorgho,299.0,498.3,0.4983,0.49833333333333335,0.4983,,1.0,0.4983
2028,Centrale,sorgho,283.2,471.9,0.4719,0.472,0.4719,,1.0,0.4719
